Timestamp,DeviceName,Mac,AX,AY,AZ,GX,GY,GZ,AngX,AngY,AngZ,HX,HY,HZ,Electric,Temp
2025-12-11 22:15:37.267,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.401,-1.033,0.795,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.267,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.401,-1.033,0.795,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.267,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.401,-1.033,0.795,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.270,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.401,-1.033,0.795,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.275,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.401,-1.033,0.795,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.280,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.401,-1.033,0.795,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.286,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.401,-1.033,0.795,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.290,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.401,-1.033,0.795,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.295,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.401,-1.033,0.795,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.300,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.401,-1.033,0.795,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.305,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.401,-1.033,0.795,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.308,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.401,-1.033,0.793,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.308,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.401,-1.033,0.795,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.310,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.401,-1.033,0.795,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.315,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.401,-1.033,0.795,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.320,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.401,-1.033,0.795,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.325,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.401,-1.033,0.795,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.330,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.401,-1.033,0.795,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.336,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.401,-1.033,0.795,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.338,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.400,-1.033,0.797,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
2025-12-11 22:15:37.338,WT901BLE67,90856446-A74E-F462-0152-8475C1E77738,1.398,-1.033,0.796,0.000,0.000,0.000,-0.494,0.775,-72.729,30.8,-11.373,-71.6,100,27.60
